index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
10972,Men Expert Charcoal Black Face Scrub,Beauty & Hygiene,Skin Care,Loreal Paris,499.0,499.0,Face & Body,3.6,"Get fresh and clear skin with the Loreal Men Expert White Activ Oil Control Charcoal Foam. The magnetic action of the charcoal foam rids your skin of dirt, oil and others impurities, leaving it clean and fresh. Enriched with an anti-dullness formula, this Loreal men expert white active enhances your complexion, making your skin look visibly healthy and bright. All you need to do is lather up a little Loreal Men Expert oil control charcoal foam on your palm, apply it on your wet face and massage, especially on your forehead, nose and chin area (avoid the eye contour). Rinse thoroughly and experience the benefits of the Loreal men expert oil control charcoal foam."
11001,Lemon & Oil Shower Gel - Pampering Care With Refreshing Scent Of Lemon,Beauty & Hygiene,Bath & Hand Wash,Nivea,141.0,199.0,Shower Gel & Body Wash,4.3,"Discover an exciting new combination of citrusy freshness and gentle care with the revitalising scent of lemon and melting oil pearls for fresh, well-cared-for skin. Refresh your senses with the revitalising scent of lemon, while the silky fresh gel with pampering oil pearls lathers into the caring, soft foam for the unique sensation of fresh, well-cared-for skin.For Beauty tips, tricks & more visit: https://bigbasket.blog/"
11007,Garnier Black Naturals,Beauty & Hygiene,Hair Care,Garnier,37.05,39.0,Hair Color,4.2,Garnier Black Naturals is enriched with the goodness of Almond Oil and Black Tea extract Enriched with the goodness of Almond Oil and Black Tea Extract. It is a no-ammonia crème formula that works in just 15 minutes. It covers 100% greys and lasts up to 6 weeks.
11039,Fresh Start Oil Clear Lemon Face Wash,Beauty & Hygiene,Skin Care,Himalaya,63.75,75.0,Face Care,4.1,"Himalaya Fresh Start Oil Clear Lemon Face Wash is a special formulation with the burst of citrusy Lemon and the deep cleansing action of natural beads that helps to remove excess oil, dirt, and impurities. It gives you oil-free freshness throughout the day and makes your face soft, healthy, and fresh. Widely used in cosmetics for its great skin-conditioning properties, Lemon has refreshing and astringent properties which help reduce excess facial oil. The astringent properties in Indian Gooseberry help to reduce excess skin oiliness. The tannins act as free radical scavengers."
11069,Pure Skin Neem Facial Kit,Beauty & Hygiene,Skin Care,Himalaya,142.5,190.0,Face Care,4.4,"This facial kit includes Purifying Neem Face Wash, Purifying Neem Scrub and Purifying Neem Pack.Himalaya purifying neem face wash is a soap-free, herbal formulation that cleans impurities and helps clear pimples. A natural blend of neem and turmeric bring together their antibacterial and antifungal properties to prevent the recurrence of acne over time. Himalaya purifying neem scrub removes impurities and dead skin cells. It also cleanses excess oil from the skin surface, which is the root cause of acne. The scrub is blended with the goodness of neem, which clears blackheads and acne, and apricot, which hydrates the skin.  Himalaya purifying neem pack brings together the goodness of neem, fullers earth and turmeric, which work together to regulate excess oil secretion, clean clogged pores and prevent the recurrence of pimples.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog"
11079,Colloidal Oat Meal & Allantoin Exfoliating Body Wash,Beauty & Hygiene,Bath & Hand Wash,Kaya Clinic,239.2,299.0,Shower Gel & Body Wash,3.7,"The mild soap and paraben-free body wash gently cleanses and condition your skin giving a hydrated and refreshed feeling. It's enriched with the goodness of deeply nourishing Colloidal Oat Meal and Allantoin which moisturizes and soothes dry and sensitive skin. Gentle Body Wash with Colloidal Oatmeal and Allantoin extracts. It gently cleans the skin and giving a hydrated and refreshed feeling. The goodness of Colloidal Oatmeal and Allantoin gently exfoliates and deeply nourishes the skin. It has a Ph balanced formula. It is free from sulphates, parabens and soap. Kaya Derma Naturals: Conceived by nature and crafted by science. Formula researched and developed by dermatologists."
11157,Deep Impact Smooth Shaving Foam - With Black Carbon,Beauty & Hygiene,Men's Grooming,Nivea Men,216.0,225.0,Shaving Care,3.9,"Use the Nivea Men Deep Impact Shaving Foam for a really smooth shave. Enriched with Black Carbon, it prepares your skin for a comfortable shave and provides a smooth razor glide, giving you a clean skin feeling to make a deep impact.
For Beauty tips, tricks & more visit‚ https://bigbasket.blog/"
11196,Nipple Butter,Beauty & Hygiene,Skin Care,Mamaearth,500.0,500.0,Body Care,3.7,"Nursing your baby is the best way to establishing a healthy bond between you two. Make sure that these moments are memorable with Mamaearths Nipple Butter Cream for Sore and Cracked Nipples. Our cream comes with the goodness of Coconut oil that helps in nourishing the skin of the nipples. Shea butter helps moisturise the skin and provide a protective layer to help sore and chapped nipples heal faster. Calendula extracts provide a soothing effect to the cracked nipples. Other ingredients like vitamin E and beeswax moisturise the affected area and help in faster recovery. Whats more interesting is that you can also use this cream to help heal your little ones chapped cheeks. Since our nipple buttercream is made with 100% natural ingredients, buy it to use it on a daily basis without worrying about the chemicals harming you or your baby."
11206,Merry Cherry Lip Balm - SPF 20,Beauty & Hygiene,Skin Care,BIOTIQUE,111.75,149.0,Lip Care,1.0,Winter Cherry is one of the most rejuvenating botanicals in nature. This de-pigmentation lip balm visibly lightens lips for a fairer skin tone. It sheers your lip colour and gives 12 hours moisturisation. Its SPF 20 formula protects lips from the sun.
11216,Bio Neem Purifying Face Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,180.0,240.0,Face Care,4.4,"This fresh-foaming, 100% soap-free antibacterial cleansing gel is blended with extracts of neem leaves, ritha and kulanjan to remove impurities, prevent pimples and purify the complexion for clear, soft and pimple-free skin. This product is organically pure, preservative-free, and dermatologically tested."
11262,Elseve Extraordinary Oil Serum,Beauty & Hygiene,Hair Care,Loreal Paris,284.05,299.0,Hair Oil & Serum,3.3,"New L'Oreal Paris Extraordinary Oil Serum Tired of unmanageable, dull hair and frizzy hair? Introducing the L'Oréal Paris Extraordinary Oil Serum, a luxurious multi-use hair serum that will give your hair a complete transformation! This leave-in hair treatment leaves you with extraordinarily soft, smooth, frizz-free and shiny hair. The light-weight formula of the Extraordinary Oil Serum comes from Cyclopentasiloxane present in the serum that provides deep hair nourishment without weighing it down. Infused with a blend of 6 rare flower oils - Rose, Chamomile, Lotus, Tiare, Flax and Sunflower."
11272,Skin Perfect 30+ Anti-Fine Lines Cream,Beauty & Hygiene,Skin Care,Loreal Paris,135.0,135.0,Face Care,3.9,"L'Oreal Paris Age 30+ Skin Perfect Range comprises a moisturizing cream along with cleansing foam. Both contain pro collagen which is perfect for fighting those fine lines that begin to appear in your thirties, giving you younger, glowing skin."
11402,Body Wash Gel - Waterlily & Oil Shower,Beauty & Hygiene,Bath & Hand Wash,Nivea,100.0,125.0,Shower Gel & Body Wash,4.3,"Give your skin refreshing care with Nivea waterlily and oil shower gel. Enriched with care oil pearls that moisturise your skin, making it soft and supple. Let this fresh shower gel envelop your skin with a silky soft foam, while its invigorating scent of waterlily flowers stimulates your senses."
11412,9 to 5 Eye Color Quartet Eye Shadow,Beauty & Hygiene,Makeup,Lakme,585.0,650.0,Eyes,4.0,The versatile colors in the Lakme 9 To 5 Eye Quartet and the high-intensity powders give your eyes a defined finish. The radiant color and shimmer particles shape and highlight your eyes to give you that professional edge. Use the lighter shades for office wear and darker shades for your night look. The special applicator makes it very easy to do your own eyes and you can mix the shades to create new looks everyday! Lakme 9 To 5 Eye Quartet has a versatile palette of eye shadows developed specially for work.
11526,Soap - Creme Care,Beauty & Hygiene,Bath & Hand Wash,Nivea,100.0,100.0,Bathing Bars & Soaps,4.0,"Nivea soaps offer reliable cleansing abilities with the caring qualities you expect from Nivea. Natural care substances support your skin in keeping its moisture, day by day. With Nivea cream soap, enriched with valuable almond oil, mild skin ingredients and vitamin f your skin gets smooth and gentle care and is protected from drying out.For Beauty tips, tricks & more visit https://bigbasket.blog/"
11546,Complete Care Toothpaste,Beauty & Hygiene,Oral Care,Himalaya,72.0,80.0,Toothpaste,4.3,"Himalaya Complete Care Herbal Toothpaste is an advanced herbal formulation that supplies 12 hours of protection from injurious germs eliminates surface stains and plaque build-up on teeth. Its Gum Expert method, with herbal actives of Neem, Miswak and Pomegranate, helps avoid gum inflammation, decreases gum bleeding and maintains them healthy."
11570,Whitening Floral Deodorant - For Women,Beauty & Hygiene,Fragrances & Deos,Nivea,470.23,627.0,Women's Deodorants,4.4,"NIVEA Whitening Floral Touch deodorant repairs your skin to give you even toned underarms. Its natural ingredients Licorice Extracts and Witch Hazel reduce melanin production and soothe skin irritations. So from now on, there will be nothing holding you back from wearing your favorite sleeveless dress.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
11596,Tea Tree Skin Clearing Eye Mask,Beauty & Hygiene,Skin Care,BIOTIQUE,187.5,250.0,Face Care,,Biotique Tea Tree Face Toner is enriched with the goodness of 100% pure tea tree extract. It has cooling properties that cool down the skin. It reduces puffiness under the eyes. The anti-inflammatory properties soothe and heal your skin. It has anti-bacterial properties keep away acne forming bacteria's. It is made with all pure ingredients and is preservative-free.
11600,Revitalift Laser X3 Night Cream Mask,Beauty & Hygiene,Skin Care,Loreal Paris,1400.0,1400.0,Face Care,4.1,"L'Oreal Paris Revitalift Laser X3 Anti-Ageing Night Cream Mask is a face moisturiser-cum-mask that provides an overnight solution to regenerate the skin texture, by reducing wrinkles and restoring skin firmness for a younger look. Inspired by dermatological procedures to give younger-looking skin, this is 1st regenerating overnight cream and face moisturiser with an ultra-thin, beautiful stretchable texture created by L'Oreal Skincare Laboratories. Instantly hydrates, refines the skin overnight, for a visibly smoother and wrinkle-free look. It has 3 % Pro-Xylene + LHA to stimulate the skin, refine skin texture and reduces pores. Use it every night on cleansed face and neck for bouncier, smoother skin transformation. Dermatologically tested and is suited for oily, dry & all skin types."
